id_pedido,id_cliente,data_pedido,valor_total,id_produto_associado,nome_cliente,email_cliente,pais,id_produto,produto_associado_nome,produto_associado_categoria,produto_associado_preco
9061,3542,2023-04-23,985.19,169,Cliente 3542,cliente3542@exemplo.com,Argentina,169,Produto 169,Eletrônicos,234.85
9062,1037,2023-08-13,300.06,928,Cliente 1037,cliente1037@exemplo.com,Chile,928,Produto 928,Livros,355.54
9063,1488,2024-12-09,1065.3,895,Cliente 1488,cliente1488@exemplo.com,Chile,895,Produto 895,Roupas,988.57
9064,2543,2024-06-20,2955.65,857,Cliente 2543,cliente2543@exemplo.com,EUA,857,Produto 857,Esportes,789.67
9065,2281,2023-12-12,2071.97,752,Cliente 2281,cliente2281@exemplo.com,Chile,752,Produto 752,Alimentos,896.62
9066,2002,2023-03-10,4935.26,345,Cliente 2002,cliente2002@exemplo.com,Chile,345,Produto 345,Artigos para Casa,852.05
9067,3150,2024-04-08,294.38,903,Cliente 3150,cliente3150@exemplo.com,Espanha,903,Produto 903,Livros,727.08
9068,1632,2024-01-08,4731.71,65,Cliente 1632,cliente1632@exemplo.com,Portugal,65,Produto 65,Artigos para Casa,58.7
9069,3187,2024-08-30,4058.31,282,Cliente 3187,cliente3187@exemplo.com,Chile,282,Produto 282,Brinquedos,265.75
9070,4658,2023-09-21,2238.76,121,Cliente 4658,cliente4658@exemplo.com,Canadá,121,Produto 121,Eletrônicos,728.75
9071,1722,2023-05-15,1496.64,971,Cliente 1722,cliente1722@exemplo.com,Chile,971,Produto 971,Brinquedos,279.56
9072,1806,2024-03-01,4373.83,983,Cliente 1806,cliente1806@exemplo.com,Brasil,983,Produto 983,Roupas,920.84
9073,2760,2023-02-10,3041.45,625,Cliente 2760,cliente2760@exemplo.com,Chile,625,Produto 625,Alimentos,128.74
9074,1147,2023-08-15,1330.04,83,Cliente 1147,cliente1147@exemplo.com,Canadá,83,Produto 83,Esportes,837.87
9075,255,2023-11-30,1045.17,514,Cliente 255,cliente255@exemplo.com,Brasil,514,Produto 514,Roupas,345.41
9076,3382,2024-09-10,1551.55,824,Cliente 3382,cliente3382@exemplo.com,México,824,Produto 824,Brinquedos,885.8
9077,652,2024-05-14,2793.83,723,Cliente 652,cliente652@exemplo.com,Peru,723,Produto 723,Esportes,200.29
9078,525,2023-09-17,1477.61,729,Cliente 525,cliente525@exemplo.com,México,729,Produto 729,Alimentos,528.6
9079,2526,2024-08-04,3665.82,837,Cliente 2526,cliente2526@exemplo.com,Espanha,837,Produto 837,Brinquedos,140.03
9080,426,2024-12-26,4757.85,989,Cliente 426,cliente426@exemplo.com,Chile,989,Produto 989,Artigos para Casa,786.44
9081,4901,2023-12-12,3080.44,866,Cliente 4901,cliente4901@exemplo.com,Portugal,866,Produto 866,Esportes,5.82
9082,4401,2024-02-20,2112.84,792,Cliente 4401,cliente4401@exemplo.com,Canadá,792,Produto 792,Alimentos,35.2
9083,4160,2024-01-08,311.29,94,Cliente 4160,cliente4160@exemplo.com,Canadá,94,Produto 94,Livros,100.48
9084,4038,2023-01-31,1376.8,686,Cliente 4038,cliente4038@exemplo.com,México,686,Produto 686,Eletrônicos,313.56
9085,1487,2023-06-26,4884.5,190,Cliente 1487,cliente1487@exemplo.com,Colômbia,190,Produto 190,Alimentos,808.37
9086,2702,2024-09-27,4348.18,127,Cliente 2702,cliente2702@exemplo.com,Argentina,127,Produto 127,Beleza,374.68
9087,837,2024-05-30,3987.08,988,Cliente 837,cliente837@exemplo.com,Portugal,988,Produto 988,Beleza,598.96
9088,811,2024-04-11,2037.29,114,Cliente 811,cliente811@exemplo.com,Chile,114,Produto 114,Artigos para Casa,699.07
9089,4830,2023-10-31,2056.99,460,Cliente 4830,cliente4830@exemplo.com,Peru,460,Produto 460,Esportes,972.77
9090,1,2024-11-09,1484.8,366,Cliente 1,cliente1@exemplo.com,México,366,Produto 366,Alimentos,811.7
9091,2924,2023-01-08,55.22,824,Cliente 2924,cliente2924@exemplo.com,Brasil,824,Produto 824,Brinquedos,885.8
9092,4434,2023-05-29,842.73,479,Cliente 4434,cliente4434@exemplo.com,EUA,479,Produto 479,Beleza,129.84
9093,308,2024-12-24,4946.78,290,Cliente 308,cliente308@exemplo.com,Colômbia,290,Produto 290,Artigos para Casa,835.31
9094,1813,2023-04-08,1358.76,983,Cliente 1813,cliente1813@exemplo.com,Peru,983,Produto 983,Roupas,920.84
9095,3036,2024-05-03,4567.56,240,Cliente 3036,cliente3036@exemplo.com,EUA,240,Produto 240,Livros,881.16
9096,4727,2024-01-02,4290.35,367,Cliente 4727,cliente4727@exemplo.com,Canadá,367,Produto 367,Brinquedos,326.51
9097,711,2023-12-22,2242.93,406,Cliente 711,cliente711@exemplo.com,Portugal,406,Produto 406,Artigos para Casa,202.72
9098,876,2023-06-24,3763.88,400,Cliente 876,cliente876@exemplo.com,Portugal,400,Produto 400,Beleza,887.59
9099,4066,2024-11-23,773.99,570,Cliente 4066,cliente4066@exemplo.com,EUA,570,Produto 570,Eletrônicos,595.8
9100,4702,2024-01-02,3965.26,332,Cliente 4702,cliente4702@exemplo.com,México,332,Produto 332,Roupas,234.29
9101,3417,2023-08-02,2893.27,122,Cliente 3417,cliente3417@exemplo.com,México,122,Produto 122,Roupas,692.79
9102,2817,2023-04-28,771.01,615,Cliente 2817,cliente2817@exemplo.com,Portugal,615,Produto 615,Esportes,230.35
9103,691,2024-12-16,1571.38,104,Cliente 691,cliente691@exemplo.com,Chile,104,Produto 104,Brinquedos,935.57
9104,767,2023-08-22,977.82,633,Cliente 767,cliente767@exemplo.com,Chile,633,Produto 633,Brinquedos,430.35
9105,4478,2023-10-05,3803.82,890,Cliente 4478,cliente4478@exemplo.com,México,890,Produto 890,Artigos para Casa,716.85
9106,4106,2024-10-10,4617.19,557,Cliente 4106,cliente4106@exemplo.com,Portugal,557,Produto 557,Eletrônicos,394.56
9107,4912,2024-11-17,3620.03,648,Cliente 4912,cliente4912@exemplo.com,México,648,Produto 648,Livros,96.89
9108,2768,2024-04-16,3019.03,874,Cliente 2768,cliente2768@exemplo.com,México,874,Produto 874,Esportes,661.16
9109,66,2024-07-28,178.45,133,Cliente 66,cliente66@exemplo.com,Canadá,133,Produto 133,Esportes,522.9
9110,1773,2024-10-26,3191.64,884,Cliente 1773,cliente1773@exemplo.com,Argentina,884,Produto 884,Roupas,15.31
9111,2967,2023-04-27,3974.23,512,Cliente 2967,cliente2967@exemplo.com,EUA,512,Produto 512,Livros,214.09
9112,2008,2024-11-14,3234.29,763,Cliente 2008,cliente2008@exemplo.com,Brasil,763,Produto 763,Livros,946.27
9113,4618,2024-05-28,1263.67,360,Cliente 4618,cliente4618@exemplo.com,Portugal,360,Produto 360,Esportes,633.79
9114,3793,2023-07-07,2984.33,371,Cliente 3793,cliente3793@exemplo.com,EUA,371,Produto 371,Esportes,619.59
9115,3402,2024-10-27,2422.85,209,Cliente 3402,cliente3402@exemplo.com,Canadá,209,Produto 209,Brinquedos,356.75
9116,2691,2024-08-26,1008.67,379,Cliente 2691,cliente2691@exemplo.com,Chile,379,Produto 379,Brinquedos,743.97
9117,3654,2024-06-04,325.79,113,Cliente 3654,cliente3654@exemplo.com,Argentina,113,Produto 113,Esportes,207.91
9118,175,2023-08-18,1595.7,579,Cliente 175,cliente175@exemplo.com,Chile,579,Produto 579,Beleza,696.69
9119,1311,2023-03-04,4797.27,404,Cliente 1311,cliente1311@exemplo.com,Espanha,404,Produto 404,Esportes,399.63
9120,1557,2024-12-13,4387.02,409,Cliente 1557,cliente1557@exemplo.com,Canadá,409,Produto 409,Roupas,967.86
9121,4705,2024-05-12,2607.36,322,Cliente 4705,cliente4705@exemplo.com,Espanha,322,Produto 322,Eletrônicos,47.57
9122,4991,2024-04-12,3067.66,18,Cliente 4991,cliente4991@exemplo.com,Colômbia,18,Produto 18,Artigos para Casa,143.59
9123,4043,2024-03-15,472.38,872,Cliente 4043,cliente4043@exemplo.com,Portugal,872,Produto 872,Roupas,891.12
9124,1288,2024-01-07,3637.84,110,Cliente 1288,cliente1288@exemplo.com,Colômbia,110,Produto 110,Livros,525.93
9125,1504,2023-12-03,737.34,686,Cliente 1504,cliente1504@exemplo.com,Chile,686,Produto 686,Eletrônicos,313.56
9126,1641,2024-12-30,3734.28,869,Cliente 1641,cliente1641@exemplo.com,Espanha,869,Produto 869,Artigos para Casa,409.72
9127,2821,2024-03-19,3588.21,686,Cliente 2821,cliente2821@exemplo.com,Espanha,686,Produto 686,Eletrônicos,313.56
9128,2353,2023-09-08,1305.78,646,Cliente 2353,cliente2353@exemplo.com,Espanha,646,Produto 646,Esportes,182.56
9129,1728,2024-09-10,2550.11,244,Cliente 1728,cliente1728@exemplo.com,EUA,244,Produto 244,Esportes,241.66
9130,2891,2023-12-02,4084.15,398,Cliente 2891,cliente2891@exemplo.com,Portugal,398,Produto 398,Artigos para Casa,792.11
9131,813,2023-02-11,2065.12,600,Cliente 813,cliente813@exemplo.com,Peru,600,Produto 600,Eletrônicos,168.25
9132,1078,2023-11-15,1439.93,166,Cliente 1078,cliente1078@exemplo.com,Peru,166,Produto 166,Alimentos,871.65
9133,3009,2024-05-28,1705.05,422,Cliente 3009,cliente3009@exemplo.com,Brasil,422,Produto 422,Roupas,173.78
9134,193,2024-12-17,3535.78,737,Cliente 193,cliente193@exemplo.com,Peru,737,Produto 737,Livros,746.36
9135,886,2024-08-24,4928.36,564,Cliente 886,cliente886@exemplo.com,Chile,564,Produto 564,Artigos para Casa,694.91
9136,3828,2023-04-16,2740.78,864,Cliente 3828,cliente3828@exemplo.com,Canadá,864,Produto 864,Brinquedos,614.72
9137,4412,2023-11-17,4409.4,949,Cliente 4412,cliente4412@exemplo.com,Colômbia,949,Produto 949,Artigos para Casa,609.93
9138,2871,2024-11-14,4267.28,592,Cliente 2871,cliente2871@exemplo.com,Portugal,592,Produto 592,Alimentos,714.32
9139,4256,2023-03-09,374.73,370,Cliente 4256,cliente4256@exemplo.com,México,370,Produto 370,Alimentos,326.61
9140,1198,2023-10-15,2801.7,762,Cliente 1198,cliente1198@exemplo.com,México,762,Produto 762,Beleza,147.2
9141,2785,2024-05-31,704.41,179,Cliente 2785,cliente2785@exemplo.com,México,179,Produto 179,Brinquedos,840.81
9142,2157,2023-12-19,362.69,312,Cliente 2157,cliente2157@exemplo.com,Peru,312,Produto 312,Roupas,322.86
9143,733,2024-11-25,538.54,392,Cliente 733,cliente733@exemplo.com,EUA,392,Produto 392,Artigos para Casa,419.07
9144,2738,2023-11-10,628.44,391,Cliente 2738,cliente2738@exemplo.com,Colômbia,391,Produto 391,Roupas,431.67
9145,1980,2024-06-30,2147.86,503,Cliente 1980,cliente1980@exemplo.com,Peru,503,Produto 503,Brinquedos,467.02
9146,1873,2024-08-18,497.81,316,Cliente 1873,cliente1873@exemplo.com,Canadá,316,Produto 316,Roupas,73.26
9147,3937,2024-06-06,3543.74,499,Cliente 3937,cliente3937@exemplo.com,Brasil,499,Produto 499,Esportes,858.7
9148,3407,2024-03-04,2338.24,536,Cliente 3407,cliente3407@exemplo.com,Colômbia,536,Produto 536,Roupas,481.1
9149,2661,2024-11-24,4958.47,832,Cliente 2661,cliente2661@exemplo.com,Peru,832,Produto 832,Esportes,726.97
9150,3974,2023-01-30,3758.32,620,Cliente 3974,cliente3974@exemplo.com,Peru,620,Produto 620,Artigos para Casa,925.33
9151,4100,2024-08-28,3102.04,284,Cliente 4100,cliente4100@exemplo.com,Peru,284,Produto 284,Eletrônicos,364.51
9152,2252,2024-03-19,2895.37,660,Cliente 2252,cliente2252@exemplo.com,Peru,660,Produto 660,Brinquedos,531.0
9153,786,2024-09-30,196.76,865,Cliente 786,cliente786@exemplo.com,Brasil,865,Produto 865,Beleza,819.7
9154,4834,2023-06-25,1327.75,321,Cliente 4834,cliente4834@exemplo.com,Chile,321,Produto 321,Brinquedos,329.84
9155,2407,2024-10-18,60.76,708,Cliente 2407,cliente2407@exemplo.com,Peru,708,Produto 708,Esportes,300.03
9156,4442,2023-08-01,3157.61,177,Cliente 4442,cliente4442@exemplo.com,Chile,177,Produto 177,Brinquedos,400.14
9157,22,2024-09-02,2288.84,74,Cliente 22,cliente22@exemplo.com,México,74,Produto 74,Roupas,971.99
9158,2209,2023-01-15,1063.54,327,Cliente 2209,cliente2209@exemplo.com,Peru,327,Produto 327,Roupas,146.01
9159,582,2023-09-14,1453.52,394,Cliente 582,cliente582@exemplo.com,Canadá,394,Produto 394,Beleza,888.68
9160,4195,2024-10-23,1151.92,180,Cliente 4195,cliente4195@exemplo.com,Canadá,180,Produto 180,Roupas,300.28
9161,2645,2024-10-03,1820.78,611,Cliente 2645,cliente2645@exemplo.com,Argentina,611,Produto 611,Artigos para Casa,738.0
9162,2216,2023-04-29,4016.95,695,Cliente 2216,cliente2216@exemplo.com,Argentina,695,Produto 695,Livros,403.47
9163,3942,2024-11-15,2790.29,306,Cliente 3942,cliente3942@exemplo.com,Peru,306,Produto 306,Livros,956.97
9164,3155,2024-10-02,4746.26,732,Cliente 3155,cliente3155@exemplo.com,Portugal,732,Produto 732,Alimentos,277.25
9165,444,2023-06-06,1182.55,543,Cliente 444,cliente444@exemplo.com,Portugal,543,Produto 543,Brinquedos,239.51
9166,251,2023-10-22,2476.79,363,Cliente 251,cliente251@exemplo.com,Chile,363,Produto 363,Eletrônicos,856.69
9167,1884,2023-01-18,542.57,641,Cliente 1884,cliente1884@exemplo.com,Argentina,641,Produto 641,Brinquedos,293.53
9168,536,2024-02-03,4528.99,231,Cliente 536,cliente536@exemplo.com,EUA,231,Produto 231,Roupas,336.96
9169,3289,2024-07-26,2837.29,15,Cliente 3289,cliente3289@exemplo.com,Argentina,15,Produto 15,Artigos para Casa,715.96
9170,4841,2023-08-15,3346.43,557,Cliente 4841,cliente4841@exemplo.com,Argentina,557,Produto 557,Eletrônicos,394.56
9171,2117,2024-07-14,2556.01,21,Cliente 2117,cliente2117@exemplo.com,Peru,21,Produto 21,Esportes,797.47
9172,923,2024-09-12,4394.48,119,Cliente 923,cliente923@exemplo.com,Peru,119,Produto 119,Esportes,238.53
9173,1382,2023-01-08,3733.51,611,Cliente 1382,cliente1382@exemplo.com,Brasil,611,Produto 611,Artigos para Casa,738.0
9174,3008,2023-09-19,106.18,426,Cliente 3008,cliente3008@exemplo.com,Peru,426,Produto 426,Beleza,300.95
9175,1516,2023-08-31,4432.18,940,Cliente 1516,cliente1516@exemplo.com,Argentina,940,Produto 940,Esportes,784.01
9176,1429,2024-08-26,1269.95,956,Cliente 1429,cliente1429@exemplo.com,Colômbia,956,Produto 956,Artigos para Casa,629.34
9177,4896,2023-06-03,2933.95,553,Cliente 4896,cliente4896@exemplo.com,Brasil,553,Produto 553,Roupas,349.16
9178,2133,2023-06-14,2533.59,339,Cliente 2133,cliente2133@exemplo.com,EUA,339,Produto 339,Esportes,728.67
9179,4422,2024-09-13,3373.13,901,Cliente 4422,cliente4422@exemplo.com,EUA,901,Produto 901,Eletrônicos,909.67
9180,1671,2024-08-10,1365.14,363,Cliente 1671,cliente1671@exemplo.com,México,363,Produto 363,Eletrônicos,856.69
9181,393,2024-09-06,2831.91,51,Cliente 393,cliente393@exemplo.com,Canadá,51,Produto 51,Livros,890.82
9182,646,2023-04-21,2842.96,178,Cliente 646,cliente646@exemplo.com,EUA,178,Produto 178,Brinquedos,883.86
9183,309,2024-05-09,3994.96,663,Cliente 309,cliente309@exemplo.com,Colômbia,663,Produto 663,Livros,688.8
9184,1312,2023-10-08,3177.03,637,Cliente 1312,cliente1312@exemplo.com,Chile,637,Produto 637,Beleza,179.77
9185,2164,2023-01-30,2940.34,739,Cliente 2164,cliente2164@exemplo.com,Brasil,739,Produto 739,Livros,579.69
9186,2423,2023-10-16,4257.47,585,Cliente 2423,cliente2423@exemplo.com,Espanha,585,Produto 585,Beleza,931.32
9187,2944,2024-02-28,2327.88,906,Cliente 2944,cliente2944@exemplo.com,Argentina,906,Produto 906,Brinquedos,909.41
9188,2128,2024-09-22,3813.48,118,Cliente 2128,cliente2128@exemplo.com,Espanha,118,Produto 118,Roupas,114.07
9189,1119,2023-08-03,2021.32,378,Cliente 1119,cliente1119@exemplo.com,Argentina,378,Produto 378,Alimentos,156.5
9190,1109,2024-10-20,1214.16,478,Cliente 1109,cliente1109@exemplo.com,Chile,478,Produto 478,Alimentos,395.83
9191,319,2023-09-18,383.68,202,Cliente 319,cliente319@exemplo.com,Espanha,202,Produto 202,Esportes,231.07
9192,213,2023-03-18,961.5,637,Cliente 213,cliente213@exemplo.com,México,637,Produto 637,Beleza,179.77
9193,2450,2024-04-17,4803.8,91,Cliente 2450,cliente2450@exemplo.com,Espanha,91,Produto 91,Alimentos,17.09
9194,151,2023-03-28,491.25,195,Cliente 151,cliente151@exemplo.com,Espanha,195,Produto 195,Eletrônicos,348.81
9195,124,2023-08-27,745.86,816,Cliente 124,cliente124@exemplo.com,Colômbia,816,Produto 816,Eletrônicos,894.86
9196,1679,2023-07-13,1240.04,964,Cliente 1679,cliente1679@exemplo.com,Canadá,964,Produto 964,Esportes,102.91
9197,3470,2023-09-14,646.47,661,Cliente 3470,cliente3470@exemplo.com,Canadá,661,Produto 661,Esportes,830.79
9198,2832,2023-05-18,385.52,105,Cliente 2832,cliente2832@exemplo.com,Espanha,105,Produto 105,Livros,187.56
9199,4060,2023-01-24,3663.19,264,Cliente 4060,cliente4060@exemplo.com,Espanha,264,Produto 264,Beleza,102.88
9200,2229,2024-09-30,593.55,300,Cliente 2229,cliente2229@exemplo.com,Colômbia,300,Produto 300,Artigos para Casa,444.21
9201,3319,2024-04-07,2941.93,112,Cliente 3319,cliente3319@exemplo.com,Portugal,112,Produto 112,Roupas,804.91
9202,4390,2023-07-30,2633.82,900,Cliente 4390,cliente4390@exemplo.com,México,900,Produto 900,Eletrônicos,405.71
9203,2659,2024-08-05,2296.36,926,Cliente 2659,cliente2659@exemplo.com,México,926,Produto 926,Esportes,341.9
9204,711,2023-05-10,2427.44,403,Cliente 711,cliente711@exemplo.com,Portugal,403,Produto 403,Livros,405.1
9205,2433,2024-02-05,3861.49,793,Cliente 2433,cliente2433@exemplo.com,Canadá,793,Produto 793,Brinquedos,839.45
9206,3564,2023-03-16,520.67,222,Cliente 3564,cliente3564@exemplo.com,Portugal,222,Produto 222,Esportes,877.43
9207,892,2024-04-20,2862.45,184,Cliente 892,cliente892@exemplo.com,Argentina,184,Produto 184,Artigos para Casa,798.29
9208,1595,2024-06-09,4070.44,983,Cliente 1595,cliente1595@exemplo.com,Espanha,983,Produto 983,Roupas,920.84
9209,766,2023-09-21,472.05,258,Cliente 766,cliente766@exemplo.com,Chile,258,Produto 258,Roupas,627.96
9210,292,2024-06-03,598.46,424,Cliente 292,cliente292@exemplo.com,Canadá,424,Produto 424,Beleza,242.98
9211,1879,2024-08-19,3088.2,440,Cliente 1879,cliente1879@exemplo.com,Espanha,440,Produto 440,Artigos para Casa,561.03
9212,2341,2023-08-26,4155.67,225,Cliente 2341,cliente2341@exemplo.com,Colômbia,225,Produto 225,Artigos para Casa,239.19
9213,4040,2023-12-19,55.5,965,Cliente 4040,cliente4040@exemplo.com,Colômbia,965,Produto 965,Artigos para Casa,216.74
9214,590,2024-03-26,787.86,578,Cliente 590,cliente590@exemplo.com,Espanha,578,Produto 578,Artigos para Casa,418.85
9215,2137,2024-06-04,4172.4,552,Cliente 2137,cliente2137@exemplo.com,Argentina,552,Produto 552,Livros,899.48
9216,2083,2023-08-26,2447.74,243,Cliente 2083,cliente2083@exemplo.com,Argentina,243,Produto 243,Roupas,163.07
9217,4694,2024-01-04,4000.48,709,Cliente 4694,cliente4694@exemplo.com,Colômbia,709,Produto 709,Artigos para Casa,240.74
9218,1942,2024-02-05,2925.9,366,Cliente 1942,cliente1942@exemplo.com,México,366,Produto 366,Alimentos,811.7
9219,3513,2024-07-27,3462.36,686,Cliente 3513,cliente3513@exemplo.com,Colômbia,686,Produto 686,Eletrônicos,313.56
9220,1824,2024-08-10,285.53,363,Cliente 1824,cliente1824@exemplo.com,México,363,Produto 363,Eletrônicos,856.69
9221,2213,2023-08-04,2183.79,610,Cliente 2213,cliente2213@exemplo.com,Brasil,610,Produto 610,Livros,988.24
9222,4818,2024-09-11,1704.75,358,Cliente 4818,cliente4818@exemplo.com,Peru,358,Produto 358,Esportes,778.68
9223,2568,2024-09-01,4645.47,618,Cliente 2568,cliente2568@exemplo.com,Portugal,618,Produto 618,Artigos para Casa,883.38
9224,1673,2024-05-01,1536.84,351,Cliente 1673,cliente1673@exemplo.com,Peru,351,Produto 351,Esportes,799.54
9225,3633,2023-06-04,2813.91,402,Cliente 3633,cliente3633@exemplo.com,Chile,402,Produto 402,Alimentos,614.24
9226,1224,2023-06-02,1566.41,136,Cliente 1224,cliente1224@exemplo.com,Chile,136,Produto 136,Artigos para Casa,137.68
9227,1154,2023-03-26,4055.56,479,Cliente 1154,cliente1154@exemplo.com,Brasil,479,Produto 479,Beleza,129.84
9228,493,2024-07-09,3223.72,33,Cliente 493,cliente493@exemplo.com,Portugal,33,Produto 33,Roupas,600.74
9229,2188,2023-06-20,594.38,745,Cliente 2188,cliente2188@exemplo.com,Peru,745,Produto 745,Beleza,905.04
9230,4262,2023-09-25,4303.53,721,Cliente 4262,cliente4262@exemplo.com,Brasil,721,Produto 721,Artigos para Casa,427.67
9231,486,2023-02-14,58.79,535,Cliente 486,cliente486@exemplo.com,Portugal,535,Produto 535,Roupas,5.72
9232,380,2023-06-22,2883.23,355,Cliente 380,cliente380@exemplo.com,EUA,355,Produto 355,Livros,382.45
9233,202,2023-04-23,191.03,416,Cliente 202,cliente202@exemplo.com,Peru,416,Produto 416,Roupas,137.86
9234,1396,2024-09-25,4160.57,745,Cliente 1396,cliente1396@exemplo.com,Peru,745,Produto 745,Beleza,905.04
9235,4188,2024-02-15,2662.1,540,Cliente 4188,cliente4188@exemplo.com,Colômbia,540,Produto 540,Eletrônicos,924.15
9236,3392,2023-04-06,4537.89,28,Cliente 3392,cliente3392@exemplo.com,Colômbia,28,Produto 28,Brinquedos,527.64
9237,472,2023-09-06,1968.08,283,Cliente 472,cliente472@exemplo.com,México,283,Produto 283,Roupas,615.68
9238,4456,2023-08-27,1601.58,635,Cliente 4456,cliente4456@exemplo.com,Canadá,635,Produto 635,Alimentos,407.79
9239,3158,2024-06-17,2378.81,999,Cliente 3158,cliente3158@exemplo.com,Chile,999,Produto 999,Beleza,989.99
9240,2444,2024-05-01,3881.18,5,Cliente 2444,cliente2444@exemplo.com,Colômbia,5,Produto 5,Roupas,226.79
9241,3522,2024-08-11,1702.44,424,Cliente 3522,cliente3522@exemplo.com,Peru,424,Produto 424,Beleza,242.98
9242,4573,2023-07-03,4044.97,307,Cliente 4573,cliente4573@exemplo.com,Brasil,307,Produto 307,Brinquedos,421.27
9243,4597,2024-05-10,2243.81,533,Cliente 4597,cliente4597@exemplo.com,Chile,533,Produto 533,Eletrônicos,722.66
9244,1262,2024-06-04,3016.69,831,Cliente 1262,cliente1262@exemplo.com,Canadá,831,Produto 831,Livros,591.11
9245,965,2023-12-15,2954.56,153,Cliente 965,cliente965@exemplo.com,Colômbia,153,Produto 153,Alimentos,878.46
9246,2018,2023-12-07,1345.56,621,Cliente 2018,cliente2018@exemplo.com,Canadá,621,Produto 621,Livros,549.28
9247,4103,2023-09-12,3347.38,923,Cliente 4103,cliente4103@exemplo.com,Colômbia,923,Produto 923,Artigos para Casa,252.75
9248,830,2023-01-09,1492.43,235,Cliente 830,cliente830@exemplo.com,México,235,Produto 235,Beleza,711.52
9249,1584,2024-08-15,1777.9,658,Cliente 1584,cliente1584@exemplo.com,Portugal,658,Produto 658,Esportes,531.8
9250,270,2024-12-05,1538.18,588,Cliente 270,cliente270@exemplo.com,Portugal,588,Produto 588,Eletrônicos,886.66
9251,4381,2023-10-18,4708.22,150,Cliente 4381,cliente4381@exemplo.com,Peru,150,Produto 150,Beleza,271.86
9252,246,2024-10-16,1738.09,601,Cliente 246,cliente246@exemplo.com,Argentina,601,Produto 601,Artigos para Casa,521.76
9253,1772,2023-11-22,4752.27,921,Cliente 1772,cliente1772@exemplo.com,Canadá,921,Produto 921,Beleza,642.24
9254,3297,2023-01-30,2504.99,433,Cliente 3297,cliente3297@exemplo.com,Brasil,433,Produto 433,Roupas,759.52
9255,790,2023-07-04,1579.61,762,Cliente 790,cliente790@exemplo.com,EUA,762,Produto 762,Beleza,147.2
9256,1630,2023-09-12,2024.81,236,Cliente 1630,cliente1630@exemplo.com,Chile,236,Produto 236,Esportes,489.02
9257,3407,2023-11-10,1687.33,794,Cliente 3407,cliente3407@exemplo.com,Colômbia,794,Produto 794,Esportes,242.89
9258,1650,2023-08-07,4781.19,855,Cliente 1650,cliente1650@exemplo.com,Colômbia,855,Produto 855,Livros,157.18
9259,1053,2023-06-20,3819.98,590,Cliente 1053,cliente1053@exemplo.com,Colômbia,590,Produto 590,Esportes,973.03
9260,2932,2024-11-16,1190.5,144,Cliente 2932,cliente2932@exemplo.com,Peru,144,Produto 144,Livros,548.02
9261,3960,2024-07-01,4825.49,527,Cliente 3960,cliente3960@exemplo.com,Peru,527,Produto 527,Roupas,881.83
9262,3282,2023-09-20,4871.43,415,Cliente 3282,cliente3282@exemplo.com,Brasil,415,Produto 415,Alimentos,238.55
9263,1966,2024-12-10,4804.12,948,Cliente 1966,cliente1966@exemplo.com,Argentina,948,Produto 948,Brinquedos,300.96
9264,2041,2024-09-03,4784.55,894,Cliente 2041,cliente2041@exemplo.com,EUA,894,Produto 894,Esportes,852.98
9265,1633,2023-05-18,3863.82,60,Cliente 1633,cliente1633@exemplo.com,Peru,60,Produto 60,Esportes,519.56
9266,2532,2024-07-23,3725.57,404,Cliente 2532,cliente2532@exemplo.com,Brasil,404,Produto 404,Esportes,399.63
9267,4391,2023-07-15,2338.79,476,Cliente 4391,cliente4391@exemplo.com,Espanha,476,Produto 476,Esportes,167.43
9268,2756,2024-02-10,923.83,560,Cliente 2756,cliente2756@exemplo.com,Argentina,560,Produto 560,Eletrônicos,590.66
9269,4932,2024-02-19,4092.46,186,Cliente 4932,cliente4932@exemplo.com,Peru,186,Produto 186,Alimentos,884.64
9270,3407,2024-02-13,3949.95,82,Cliente 3407,cliente3407@exemplo.com,Colômbia,82,Produto 82,Roupas,591.74
9271,4266,2024-07-27,4828.82,345,Cliente 4266,cliente4266@exemplo.com,Argentina,345,Produto 345,Artigos para Casa,852.05
9272,4341,2024-10-30,2305.6,731,Cliente 4341,cliente4341@exemplo.com,Espanha,731,Produto 731,Alimentos,914.18
9273,2623,2024-10-05,921.53,967,Cliente 2623,cliente2623@exemplo.com,Colômbia,967,Produto 967,Livros,769.39
9274,1326,2023-07-18,2792.15,294,Cliente 1326,cliente1326@exemplo.com,México,294,Produto 294,Alimentos,655.1
9275,3885,2024-10-10,4782.97,517,Cliente 3885,cliente3885@exemplo.com,Chile,517,Produto 517,Alimentos,968.44
9276,3496,2024-07-29,2803.79,848,Cliente 3496,cliente3496@exemplo.com,EUA,848,Produto 848,Esportes,607.86
9277,989,2023-06-04,1719.85,544,Cliente 989,cliente989@exemplo.com,Portugal,544,Produto 544,Eletrônicos,226.19
9278,3121,2024-12-11,2191.08,308,Cliente 3121,cliente3121@exemplo.com,Canadá,308,Produto 308,Livros,578.47
9279,3120,2023-11-12,3463.07,32,Cliente 3120,cliente3120@exemplo.com,Portugal,32,Produto 32,Esportes,908.68
9280,3019,2023-08-26,48.96,642,Cliente 3019,cliente3019@exemplo.com,Portugal,642,Produto 642,Roupas,609.11
9281,1852,2023-09-24,3909.45,937,Cliente 1852,cliente1852@exemplo.com,Portugal,937,Produto 937,Roupas,17.78
